plan_id,case_id,feature_id,method,feature_name,material,recognized_geometry,selected_tool_or_holder,operation_sequence,cutting_parameters,manufacturing_reasoning_notes,plan_text,cam_pass,expert_acceptable,initial_graph_violation,final_unresolved_failure
F10_C05_kgmcf,F10_C05,F10,KGMCF (Ours),micro corner transition,7075-Al,small transition radius with overcut risk,R0.8 ball-end mill,Aero-MPKG-grounded route: rest machining with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F10_C05 (micro corner transition), the KGMCF (Ours) plan selects R0.8 ball-end mill; proposes Aero-MPKG-grounded route: rest machining with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F11_C01_vanilla,F11_C01,F11,Vanilla MLLM,variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,default cavity tool,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F11_C01 (variable-radius transition), the Vanilla MLLM plan selects default cavity tool; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. Potential issues recorded: expert hard veto; tool-workpiece interference risk.",No,No,No,No
F11_C01_rag,F11_C01,F11,RAG-based Planner,variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,ball-end finishing tool,retrieved template: surface contour + scallop control; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F11_C01 (variable-radius transition), the RAG-based Planner plan selects ball-end finishing tool; proposes retrieved template: surface contour + scallop control; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F11_C01_react,F11_C01,F11,Standard ReAct Agent,variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,nearby catalog tool,stepwise reasoning route: surface contour + scallop control with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F11_C01 (variable-radius transition), the Standard ReAct Agent plan selects nearby catalog tool; proposes stepwise reasoning route: surface contour + scallop control with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F11_C01_kgmcf,F11_C01,F11,KGMCF (Ours),variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,ball-end finishing tool,Aero-MPKG-grounded route: surface contour + scallop control with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F11_C01 (variable-radius transition), the KGMCF (Ours) plan selects ball-end finishing tool; proposes Aero-MPKG-grounded route: surface contour + scallop control with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F11_C02_vanilla,F11_C02,F11,Vanilla MLLM,variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,standard end mill,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F11_C02 (variable-radius transition), the Vanilla MLLM plan selects standard end mill; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F11_C02_rag,F11_C02,F11,RAG-based Planner,variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,ball-end finishing tool,retrieved template: surface contour + scallop control; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F11_C02 (variable-radius transition), the RAG-based Planner plan selects ball-end finishing tool; proposes retrieved template: surface contour + scallop control; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F11_C02_react,F11_C02,F11,Standard ReAct Agent,variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,ball-end finishing tool,stepwise reasoning route: surface contour + scallop control with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F11_C02 (variable-radius transition), the Standard ReAct Agent plan selects ball-end finishing tool; proposes stepwise reasoning route: surface contour + scallop control with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F11_C02_kgmcf,F11_C02,F11,KGMCF (Ours),variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,ball-end finishing tool,Aero-MPKG-grounded route: surface contour + scallop control with feature-specific constraints,"physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified",uses graph constraints and semantic traceback to reduce physical hallucination,"For F11_C02 (variable-radius transition), the KGMCF (Ours) plan selects ball-end finishing tool; proposes Aero-MPKG-grounded route: surface contour + scallop control with feature-specific constraints; uses physics-aware parameters; tool access, overcut, holder clearance and coolant constraints verified. uses graph constraints and semantic traceback to reduce physical hallucination. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
F11_C03_vanilla,F11_C03,F11,Vanilla MLLM,variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,oversized boring bar,generic roughing and finishing route based mainly on feature name,default cutting parameters; coolant unspecified,limited grounding in tool accessibility and physical constraints,"For F11_C03 (variable-radius transition), the Vanilla MLLM plan selects oversized boring bar; proposes generic roughing and finishing route based mainly on feature name; uses default cutting parameters; coolant unspecified. limited grounding in tool accessibility and physical constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F11_C03_rag,F11_C03,F11,RAG-based Planner,variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,ball-end finishing tool,retrieved template: surface contour + scallop control; local adjustment incomplete,moderate parameters from retrieved cases; coolant partially specified,uses similar-case knowledge but may not fully verify boundary-specific constraints,"For F11_C03 (variable-radius transition), the RAG-based Planner plan selects ball-end finishing tool; proposes retrieved template: surface contour + scallop control; local adjustment incomplete; uses moderate parameters from retrieved cases; coolant partially specified. uses similar-case knowledge but may not fully verify boundary-specific constraints. No major manufacturability risk identified in the aligned validation records.",Yes,No,No,No
F11_C03_react,F11_C03,F11,Standard ReAct Agent,variable-radius transition,Ti-6Al-4V,variable curvature R1.2–R4.5,ball-end finishing tool,stepwise reasoning route: surface contour + scallop control with parameter checks,reduced feed/depth after reasoning; coolant considered,performs iterative checks but some geometry-to-CAM mappings remain ambiguous,"For F11_C03 (variable-radius transition), the Standard ReAct Agent plan selects ball-end finishing tool; proposes stepwise reasoning route: surface contour + scallop control with parameter checks; uses reduced feed/depth after reasoning; coolant considered. performs iterative checks but some geometry-to-CAM mappings remain ambiguous. No major manufacturability risk identified in the aligned validation records.",Yes,Yes,No,No
